1.28479,-0.685439
0.932411,-0.319198
1.46406,-0.50419
0.180967,0.825604
1.08713,-0.0753905
0.640437,0.417324
1.09522,-0.283891
-0.751467,1.00111
1.0433,-0.228957
-0.0101901,0.720575
-0.511086,1.26249
0.511098,0.102284
0.262336,0.547893
0.984045,0.12436
-0.174864,0.251816
0.927573,-0.468236
0.659593,0.351976
0.234541,0.331922
0.942362,0.541822
0.0432464,0.581489
1.11624,0.0842142
0.356787,0.0668237
1.29647,0.327561
0.920503,0.18239
0.714008,-0.150379
0.899641,-0.329611
1.33104,-0.24467
1.5574,-0.267393
0.812456,0.162332
-0.307335,0.365086
-0.0703429,0.702538
-0.191884,0.67749
0.134995,0.31171
1.37874,0.421205
0.587275,0.483284
0.807205,-0.195054
1.22043,-0.408035
0.812868,0.370679
0.245195,0.266728
0.164513,0.679661
0.463031,0.669527
0.89016,0.0338125
0.228879,0.402258
-0.707081,1.00842
0.355533,0.503219
0.331127,0.21118
0.375238,0.291622
0.64169,-0.0190712
-0.908463,0.751569
0.297808,0.347017
