2.53173,0.0118425
1.41407,0.574925
2.61648,-0.341935
1.97081,0.181126
2.34976,0.0418827
3.39688,-0.547168
0.519383,1.19135
2.93201,-0.352377
2.31967,0.245548
2.91813,-0.78038
1.66193,-0.242038
1.80234,0.216155
2.16538,-0.21528
1.34459,0.776416
1.58527,0.539307
1.90474,-0.118819
1.94925,-0.0407302
3.48877,-1.17154
3.79469,-0.253266
1.29833,0.761014
2.42817,-0.376782
1.1981,0.605579
3.49927,-0.456774
1.38767,0.204031
2.27585,-0.333386
2.61419,-0.558367
1.25763,0.179137
1.29067,0.116425
2.12285,0.210855
2.38756,-0.462519
2.84096,-0.372743
3.23234,-1.37052
2.15874,0.218326
1.4431,0.143801
1.77964,0.501465
3.07652,-0.685765
2.14499,-0.138906
1.90486,-0.0480474
1.16885,0.164503
2.10765,-0.371482
2.3143,-0.182609
1.92245,-0.409271
1.41407,0.574925
2.56332,-0.275974
2.41939,-0.303504
1.94402,-0.187415
1.52566,0.375021
1.76405,-0.0785192
1.90163,-0.115876
1.38967,0.282887
